symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2016-04-22 00:00:00-04:00,208.55,209.29,207.91,208.97,102897804.0,298987.0,208.732396
SPY,2016-04-25 00:00:00-04:00,208.26,208.66,207.54,208.61,68254384.0,249189.0,208.193111
SPY,2016-04-26 00:00:00-04:00,209.04,209.52,208.36,208.9192,77760627.0,240412.0,208.848906
SPY,2016-04-27 00:00:00-04:00,208.47,209.81,208.05,209.35,78644503.0,313990.0,208.999227
SPY,2016-04-28 00:00:00-04:00,208.46,209.76,206.96,207.4475,100253853.0,358902.0,208.420632
SPY,2016-04-29 00:00:00-04:00,206.72,207.13,205.03,206.3308,144936158.0,478153.0,206.163774
SPY,2016-05-02 00:00:00-04:00,206.92,208.18,206.41,207.97,64747229.0,263586.0,207.305695
SPY,2016-05-03 00:00:00-04:00,206.52,206.8,205.28,206.1592,108050343.0,377523.0,206.309997
SPY,2016-05-04 00:00:00-04:00,204.99,205.85,204.42,205.01,94995641.0,345266.0,205.086315
SPY,2016-05-05 00:00:00-04:00,205.56,205.98,204.47,204.97,68425268.0,280626.0,205.140615
SPY,2016-05-06 00:00:00-04:00,204.06,205.77,203.88,205.72,90999800.0,340162.0,204.943796
SPY,2016-05-09 00:00:00-04:00,205.55,206.4,205.36,205.8892,77473702.0,263992.0,205.884131
SPY,2016-05-10 00:00:00-04:00,206.69,208.5,206.64,208.45,83146025.0,267370.0,207.84426
SPY,2016-05-11 00:00:00-04:00,207.91,208.54,206.5,206.5,83432071.0,295515.0,207.39228
SPY,2016-05-12 00:00:00-04:00,207.29,207.4899,205.37,206.56,91887593.0,344299.0,206.455305
SPY,2016-05-13 00:00:00-04:00,206.21,206.86,204.38,204.76,98435290.0,359052.0,205.564444
SPY,2016-05-16 00:00:00-04:00,204.96,207.34,204.89,206.78,83103119.0,286053.0,206.438298
SPY,2016-05-17 00:00:00-04:00,206.46,206.8,204.23,204.8508,116888072.0,415428.0,205.436704
SPY,2016-05-18 00:00:00-04:00,204.44,206.3,203.63,204.91,125142123.0,500616.0,204.890217
SPY,2016-05-19 00:00:00-04:00,204.04,204.54,202.78,204.2,119047691.0,442752.0,203.766922
SPY,2016-05-20 00:00:00-04:00,204.92,206.1,204.86,205.49,110730416.0,332581.0,205.420872
SPY,2016-05-23 00:00:00-04:00,205.51,205.84,204.985,205.21,59875738.0,233567.0,205.399715
SPY,2016-05-24 00:00:00-04:00,206.17,208.24,206.14,207.87,99751086.0,309192.0,207.370064
SPY,2016-05-25 00:00:00-04:00,208.67,209.77,207.8691,209.28,80831278.0,290102.0,209.2463
SPY,2016-05-26 00:00:00-04:00,209.44,209.71,208.97,209.34,56427942.0,206445.0,209.3396
SPY,2016-05-27 00:00:00-04:00,209.53,210.25,209.47,210.24,65103644.0,239659.0,209.909814
SPY,2016-05-31 00:00:00-04:00,210.56,210.69,209.18,209.84,115528767.0,351158.0,210.008901
SPY,2016-06-01 00:00:00-04:00,209.12,210.48,208.89,210.27,72128809.0,285414.0,209.851135
SPY,2016-06-02 00:00:00-04:00,209.8,210.93,209.2399,210.91,64142591.0,253459.0,210.233976
SPY,2016-06-03 00:00:00-04:00,210.25,210.69,208.86,210.28,103314540.0,373270.0,210.046272
SPY,2016-06-06 00:00:00-04:00,210.7,211.77,210.51,211.35,66019265.0,264565.0,211.210715
SPY,2016-06-07 00:00:00-04:00,211.525,212.34,211.5,211.68,62195670.0,229779.0,211.852595
SPY,2016-06-08 00:00:00-04:00,211.84,212.52,211.6899,212.37,67223412.0,245008.0,212.183719
SPY,2016-06-09 00:00:00-04:00,211.51,212.22,211.19,212.08,79562682.0,262672.0,211.706703
SPY,2016-06-10 00:00:00-04:00,210.46,210.86,209.43,210.07,119349844.0,368332.0,210.22155
SPY,2016-06-13 00:00:00-04:00,209.36,210.37,208.35,208.4492,120424779.0,398886.0,209.24491
SPY,2016-06-14 00:00:00-04:00,208.0,208.74,206.9199,208.04,126482782.0,496234.0,207.742243
SPY,2016-06-15 00:00:00-04:00,208.54,209.36,207.53,207.75,110436117.0,407007.0,208.412115
SPY,2016-06-16 00:00:00-04:00,206.73,208.57,205.59,208.37,152209979.0,507531.0,207.256876
SPY,2016-06-17 00:00:00-04:00,207.17,207.4092,205.75,206.52,120421258.0,390850.0,206.67466
SPY,2016-06-20 00:00:00-04:00,208.82,209.61,207.75,207.85,85811558.0,357371.0,208.648469
SPY,2016-06-21 00:00:00-04:00,208.3,208.92,207.78,208.44,73505907.0,296434.0,208.357196
SPY,2016-06-22 00:00:00-04:00,208.65,209.5,207.93,208.1,97367183.0,380380.0,208.591996
SPY,2016-06-23 00:00:00-04:00,209.81,210.87,209.27,210.81,105993501.0,355305.0,210.049209
SPY,2016-06-24 00:00:00-04:00,203.63,210.8463,202.72,203.2425,343093583.0,1251810.0,205.063472
SPY,2016-06-27 00:00:00-04:00,201.59,201.6,198.65,199.6,257357946.0,913197.0,199.96441
SPY,2016-06-28 00:00:00-04:00,201.48,203.23,201.12,203.1997,162729160.0,588024.0,201.937761
SPY,2016-06-29 00:00:00-04:00,204.84,206.93,204.72,206.66,143671208.0,487307.0,205.896394
SPY,2016-06-30 00:00:00-04:00,207.21,209.54,206.56,209.475,170549804.0,523229.0,208.382972
SPY,2016-07-01 00:00:00-04:00,209.36,210.49,209.29,209.9208,109747535.0,373381.0,209.943058
SPY,2016-07-05 00:00:00-04:00,208.95,209.08,207.71,208.41,112922479.0,393451.0,208.512075
SPY,2016-07-06 00:00:00-04:00,207.83,209.8,207.06,209.66,97346449.0,394877.0,208.639989
SPY,2016-07-07 00:00:00-04:00,209.87,210.6495,208.63,209.526,86435035.0,325106.0,209.596866
SPY,2016-07-08 00:00:00-04:00,211.05,212.94,210.7785,212.65,136866206.0,419742.0,211.824622
SPY,2016-07-11 00:00:00-04:00,213.19,214.07,212.95,213.4,76256923.0,268258.0,213.546771
SPY,2016-07-12 00:00:00-04:00,214.53,215.3,213.3466,214.95,104412106.0,315182.0,214.72402
SPY,2016-07-13 00:00:00-04:00,215.44,215.45,214.35,214.92,88007302.0,280917.0,214.911574
SPY,2016-07-14 00:00:00-04:00,216.4,216.67,215.66,216.12,94288567.0,301338.0,216.146895
SPY,2016-07-15 00:00:00-04:00,216.78,217.0125,215.308,215.83,108683572.0,274737.0,215.956363
SPY,2016-07-18 00:00:00-04:00,215.97,216.6,215.67,216.4092,60921471.0,197970.0,216.283404
SPY,2016-07-19 00:00:00-04:00,215.92,216.23,215.63,216.19,56657310.0,188879.0,215.998955
SPY,2016-07-20 00:00:00-04:00,216.75,217.37,216.24,217.085,60778151.0,189368.0,217.007045
SPY,2016-07-21 00:00:00-04:00,216.96,217.22,215.75,216.265,69685508.0,235305.0,216.517747
SPY,2016-07-22 00:00:00-04:00,216.41,217.3,216.1,217.24,64522068.0,208859.0,216.909024
SPY,2016-07-25 00:00:00-04:00,217.0,217.06,215.97,216.65,60254740.0,197255.0,216.450916
SPY,2016-07-26 00:00:00-04:00,216.53,217.17,215.76,216.75,71365930.0,247626.0,216.506816
SPY,2016-07-27 00:00:00-04:00,217.19,217.27,215.62,216.52,85206422.0,283300.0,216.513355
SPY,2016-07-28 00:00:00-04:00,216.29,217.11,215.75,216.77,66239924.0,233188.0,216.436426
SPY,2016-07-29 00:00:00-04:00,216.46,217.54,216.13,217.12,82446690.0,259855.0,217.048734
SPY,2016-08-01 00:00:00-04:00,217.19,217.65,216.405,216.94,74800003.0,265474.0,216.923226
SPY,2016-08-02 00:00:00-04:00,216.65,216.83,214.57,215.5492,94483409.0,328144.0,215.608174
SPY,2016-08-03 00:00:00-04:00,215.48,216.245,215.13,216.18,55008546.0,191880.0,215.844522
SPY,2016-08-04 00:00:00-04:00,216.31,216.78,214.25,216.4097,47246246.0,188057.0,216.359604
SPY,2016-08-05 00:00:00-04:00,217.21,218.23,217.07,218.18,75691342.0,239146.0,217.83505
SPY,2016-08-08 00:00:00-04:00,218.4,218.52,217.74,218.05,40617066.0,159083.0,218.067003
SPY,2016-08-09 00:00:00-04:00,218.15,218.76,217.8,218.18,53416527.0,186530.0,218.264578
SPY,2016-08-10 00:00:00-04:00,218.31,218.4038,217.23,217.64,60544380.0,204751.0,217.724801
SPY,2016-08-11 00:00:00-04:00,218.26,218.94,217.95,218.65,77933381.0,208564.0,218.510799
SPY,2016-08-12 00:00:00-04:00,218.29,218.71,217.99,218.46,64639165.0,180220.0,218.410507
SPY,2016-08-15 00:00:00-04:00,218.89,219.5,218.88,219.09,52297889.0,177212.0,219.206893
SPY,2016-08-16 00:00:00-04:00,218.6,218.68,217.96,217.96,54240691.0,212296.0,218.313605
SPY,2016-08-17 00:00:00-04:00,218.0,218.53,217.02,218.37,78483835.0,269033.0,217.896153
SPY,2016-08-18 00:00:00-04:00,218.34,218.9,218.21,218.86,54909743.0,184983.0,218.625496
SPY,2016-08-19 00:00:00-04:00,218.31,218.75,217.74,218.54,77942278.0,220547.0,218.388162
SPY,2016-08-22 00:00:00-04:00,218.27,218.8,217.83,218.53,62680971.0,219700.0,218.375373
SPY,2016-08-23 00:00:00-04:00,219.24,219.6,218.9,218.97,54339276.0,191722.0,219.172356
SPY,2016-08-24 00:00:00-04:00,218.8,218.91,217.36,217.85,75222245.0,220661.0,218.253127
SPY,2016-08-25 00:00:00-04:00,217.4,218.19,217.22,217.7,71938007.0,206082.0,217.690488
SPY,2016-08-26 00:00:00-04:00,217.92,219.12,216.25,217.29,124870782.0,435402.0,217.553948
SPY,2016-08-29 00:00:00-04:00,217.44,218.665,217.4,218.3608,71765064.0,202662.0,218.088421
SPY,2016-08-30 00:00:00-04:00,218.26,218.59,217.35,218.0,59557959.0,207929.0,217.909174
SPY,2016-08-31 00:00:00-04:00,217.62,217.75,216.465,217.38,88486238.0,284706.0,217.2861
SPY,2016-09-01 00:00:00-04:00,217.37,217.73,216.03,217.39,99634892.0,327520.0,217.036066
SPY,2016-09-02 00:00:00-04:00,218.39,218.87,217.7,218.37,80873239.0,286256.0,218.285396
SPY,2016-09-06 00:00:00-04:00,218.69,219.12,217.86,219.0308,57666111.0,191793.0,218.602198
SPY,2016-09-07 00:00:00-04:00,218.84,219.22,218.3,219.01,78270207.0,201197.0,218.890531
SPY,2016-09-08 00:00:00-04:00,218.62,218.94,218.15,218.51,75038041.0,240877.0,218.598704
SPY,2016-09-09 00:00:00-04:00,216.97,217.03,213.25,213.28,225208081.0,631513.0,215.239069
SPY,2016-09-12 00:00:00-04:00,212.39,216.81,212.31,216.34,171244681.0,551966.0,214.79491
SPY,2016-09-13 00:00:00-04:00,214.84,215.1499,212.5,213.23,186474581.0,623054.0,213.864981
SPY,2016-09-14 00:00:00-04:00,213.29,214.7,212.5,213.13,135178442.0,431286.0,213.443702
SPY,2016-09-15 00:00:00-04:00,212.96,215.73,212.75,215.27,153822688.0,420056.0,214.499999
SPY,2016-09-16 00:00:00-04:00,213.48,213.69,212.57,213.36,159185201.0,388079.0,213.353699
SPY,2016-09-19 00:00:00-04:00,214.13,214.88,213.03,213.3992,82784712.0,285918.0,213.87503
SPY,2016-09-20 00:00:00-04:00,214.41,214.59,213.38,213.45,70328238.0,226450.0,213.829069
SPY,2016-09-21 00:00:00-04:00,214.24,216.03,213.44,215.78,112402729.0,434886.0,214.681246
SPY,2016-09-22 00:00:00-04:00,217.0,217.53,216.71,217.18,78780269.0,282158.0,217.142611
SPY,2016-09-23 00:00:00-04:00,216.72,216.88,215.88,216.02,74988918.0,243467.0,216.369918
SPY,2016-09-26 00:00:00-04:00,215.05,215.23,214.01,214.2,98271875.0,297240.0,214.514608
SPY,2016-09-27 00:00:00-04:00,214.05,215.68,213.62,215.56,80308959.0,260461.0,214.987879
SPY,2016-09-28 00:00:00-04:00,215.83,216.82,214.71,216.62,89336825.0,280434.0,215.886037
SPY,2016-09-29 00:00:00-04:00,216.4,216.87,214.04,214.75,129502772.0,498381.0,215.388877
SPY,2016-09-30 00:00:00-04:00,215.65,217.12,215.36,216.35,120105560.0,344184.0,216.260452
SPY,2016-10-03 00:00:00-04:00,215.82,216.04,215.04,215.78,86112124.0,251755.0,215.726257
SPY,2016-10-04 00:00:00-04:00,215.91,216.17,213.99,214.65,121742286.0,384140.0,215.189949
SPY,2016-10-05 00:00:00-04:00,215.41,216.13,215.33,215.66,75020748.0,253125.0,215.701366
SPY,2016-10-06 00:00:00-04:00,215.37,216.04,214.735,215.83,67984457.0,224539.0,215.555612
SPY,2016-10-07 00:00:00-04:00,216.1,216.3,214.19,215.03,91077523.0,329590.0,215.160597
SPY,2016-10-10 00:00:00-04:00,216.155,216.7,215.985,216.0808,53639450.0,189028.0,216.2934
SPY,2016-10-11 00:00:00-04:00,215.66,215.74,212.58,213.44,134879559.0,437691.0,214.039839
SPY,2016-10-12 00:00:00-04:00,213.59,214.32,213.01,213.67,75227723.0,275045.0,213.6954
SPY,2016-10-13 00:00:00-04:00,212.16,213.59,211.21,213.07,103797664.0,367442.0,212.476318
SPY,2016-10-14 00:00:00-04:00,214.15,214.69,213.03,213.06,95367117.0,318361.0,213.60157
SPY,2016-10-17 00:00:00-04:00,213.09,213.39,212.17,212.43,60829359.0,240559.0,212.636636
SPY,2016-10-18 00:00:00-04:00,214.24,214.31,213.27,213.67,81714024.0,237354.0,213.755062
SPY,2016-10-19 00:00:00-04:00,214.02,214.64,213.6,214.2203,73915091.0,198617.0,214.22938
SPY,2016-10-20 00:00:00-04:00,213.87,214.53,213.11,213.9,75029356.0,261806.0,213.89877
SPY,2016-10-21 00:00:00-04:00,212.96,214.08,212.76,213.89,90770855.0,227781.0,213.565436
SPY,2016-10-24 00:00:00-04:00,215.0,215.32,214.48,214.86,61777834.0,192065.0,214.78603
SPY,2016-10-25 00:00:00-04:00,214.68,214.98,213.98,214.19,67927935.0,233576.0,214.370608
SPY,2016-10-26 00:00:00-04:00,213.21,214.42,212.93,213.75,81059621.0,275560.0,213.739676
SPY,2016-10-27 00:00:00-04:00,214.58,214.62,213.08,213.175,78423740.0,272886.0,213.5823
SPY,2016-10-28 00:00:00-04:00,213.14,213.93,211.71,212.5,142029775.0,481307.0,212.815346
SPY,2016-10-31 00:00:00-04:00,212.93,213.19,212.36,212.56,64032694.0,216339.0,212.701216
SPY,2016-11-01 00:00:00-04:00,212.93,212.99,209.6,211.02,125212265.0,428024.0,211.205895
SPY,2016-11-02 00:00:00-04:00,210.65,211.1,209.23,209.71,105468607.0,391276.0,210.178917
SPY,2016-11-03 00:00:00-04:00,209.98,210.24,208.46,208.84,91717223.0,339883.0,209.361991
SPY,2016-11-04 00:00:00-04:00,208.91,209.89,208.38,208.56,111541800.0,393623.0,209.051008
SPY,2016-11-07 00:00:00-05:00,211.45,213.19,211.3,213.15,113891331.0,356359.0,212.151252
SPY,2016-11-08 00:00:00-05:00,212.69,214.77,212.38,214.07,109338226.0,390083.0,213.856983
SPY,2016-11-09 00:00:00-05:00,212.37,217.1,212.34,216.3792,262135214.0,968752.0,214.591251
SPY,2016-11-10 00:00:00-05:00,217.3,218.31,215.22,216.94,176930462.0,706620.0,216.786139
SPY,2016-11-11 00:00:00-05:00,216.09,216.7,215.32,216.45,102382222.0,392577.0,216.186407
SPY,2016-11-14 00:00:00-05:00,217.03,217.27,215.72,216.57,95919311.0,386956.0,216.486547
SPY,2016-11-15 00:00:00-05:00,217.03,218.28,216.8,218.25,96129294.0,315975.0,217.591406
SPY,2016-11-16 00:00:00-05:00,217.56,218.14,217.42,217.9392,68376236.0,240043.0,217.819622
SPY,2016-11-17 00:00:00-05:00,218.05,219.06,217.92,218.94,71512999.0,246184.0,218.668819
SPY,2016-11-18 00:00:00-05:00,219.07,219.27,218.29,218.48,91221577.0,223051.0,218.675847
SPY,2016-11-21 00:00:00-05:00,219.17,220.18,219.0,220.12,76869913.0,249620.0,219.714303
SPY,2016-11-22 00:00:00-05:00,220.51,220.79,219.73,220.57,69749504.0,234555.0,220.355374
SPY,2016-11-23 00:00:00-05:00,219.98,220.76,219.75,220.71,58215994.0,213792.0,220.355514
SPY,2016-11-25 00:00:00-05:00,221.1,221.56,221.01,221.52,39932611.0,113163.0,221.299193
SPY,2016-11-28 00:00:00-05:00,221.16,221.48,220.36,220.54,78988885.0,246725.0,220.92699
SPY,2016-11-29 00:00:00-05:00,220.52,221.44,220.17,220.88,72017714.0,214543.0,220.827609
SPY,2016-11-30 00:00:00-05:00,221.63,221.82,220.31,220.39,116652973.0,336098.0,220.888897
SPY,2016-12-01 00:00:00-05:00,220.73,220.73,219.15,219.5608,82312650.0,310480.0,219.850457
SPY,2016-12-02 00:00:00-05:00,219.67,220.25,219.26,219.6108,76455287.0,262900.0,219.691359
SPY,2016-12-05 00:00:00-05:00,220.65,221.4,220.42,220.94,72368653.0,248198.0,220.811468
SPY,2016-12-06 00:00:00-05:00,221.22,221.7441,220.662,221.66,62792613.0,208265.0,221.278907
SPY,2016-12-07 00:00:00-05:00,221.52,224.67,221.38,224.55,116694216.0,359578.0,223.365618
SPY,2016-12-08 00:00:00-05:00,224.57,225.7,224.26,225.13,105993801.0,322699.0,224.995402
SPY,2016-12-09 00:00:00-05:00,225.41,226.53,225.37,226.53,90032718.0,269738.0,225.937335
SPY,2016-12-12 00:00:00-05:00,226.4,226.96,225.76,226.22,107217176.0,285740.0,226.269038
SPY,2016-12-13 00:00:00-05:00,227.02,228.34,227.0,227.69,113635004.0,299089.0,227.397717
SPY,2016-12-14 00:00:00-05:00,227.41,228.23,225.365,225.88,146387045.0,471292.0,226.866865
SPY,2016-12-15 00:00:00-05:00,226.16,227.81,225.8904,226.77,135061639.0,360679.0,226.844815
SPY,2016-12-16 00:00:00-05:00,226.0,226.08,224.67,225.05,160933844.0,323552.0,225.435344
SPY,2016-12-19 00:00:00-05:00,225.25,226.02,225.08,225.5,95685665.0,232939.0,225.447507
SPY,2016-12-20 00:00:00-05:00,226.15,226.57,225.88,226.38,107620990.0,191171.0,226.168824
SPY,2016-12-21 00:00:00-05:00,226.25,226.45,225.77,225.7903,71718843.0,157783.0,226.073194
SPY,2016-12-22 00:00:00-05:00,225.6,225.74,224.92,225.44,61377208.0,167716.0,225.344358
SPY,2016-12-23 00:00:00-05:00,225.43,225.72,225.21,225.7,38023611.0,116534.0,225.532306
SPY,2016-12-27 00:00:00-05:00,226.02,226.73,226.0,226.25,45310906.0,139280.0,226.321944
SPY,2016-12-28 00:00:00-05:00,226.57,226.59,224.27,224.43,67780566.0,193427.0,225.04297
SPY,2016-12-29 00:00:00-05:00,224.48,224.89,223.84,224.33,50238391.0,165881.0,224.336612
SPY,2016-12-30 00:00:00-05:00,224.73,224.83,222.73,223.52,111712592.0,305581.0,223.545106
SPY,2017-01-03 00:00:00-05:00,225.04,225.83,223.8837,225.14,94291454.0,314583.0,224.659372
SPY,2017-01-04 00:00:00-05:00,225.62,226.75,225.61,226.53,82622981.0,259517.0,226.174804
SPY,2017-01-05 00:00:00-05:00,226.27,226.58,225.48,226.34,86717442.0,218288.0,226.263204
SPY,2017-01-06 00:00:00-05:00,226.53,227.75,225.9,227.25,72947622.0,235070.0,227.114561
SPY,2017-01-09 00:00:00-05:00,226.91,227.0701,226.4163,226.52,48004478.0,158758.0,226.728094
SPY,2017-01-10 00:00:00-05:00,226.48,227.45,226.01,226.48,65586713.0,189707.0,226.681494
SPY,2017-01-11 00:00:00-05:00,226.36,227.1,225.59,227.0308,75858540.0,288713.0,226.526648
SPY,2017-01-12 00:00:00-05:00,226.5,226.75,224.955,226.5508,73340139.0,285623.0,226.052594
SPY,2017-01-13 00:00:00-05:00,226.73,227.4,226.69,227.04,63790111.0,199064.0,227.04007
