series_id,year,period,value,footnote_codes
PCU2121--2121--               ,2008,M08,171.2,
PCU2121--2121--               ,2008,M09,172.6,
PCU2121--2121--               ,2008,M10,172.8,
PCU2121--2121--               ,2008,M11,172.8,
PCU2121--2121--               ,2008,M12,171.4,
PCU2121--2121--               ,2008,M13,162.2,
PCU2121--2121--               ,2009,M01,181.4,
PCU2121--2121--               ,2009,M02,188.3,
PCU2121--2121--               ,2009,M03,190.8,
PCU2121--2121--               ,2009,M04,192.5,
PCU2121--2121--               ,2009,M05,184.8,
PCU2121--2121--               ,2009,M06,183.7,
PCU2121--2121--               ,2009,M07,185.6,
PCU2121--2121--               ,2009,M08,182.9,
PCU2121--2121--               ,2009,M09,184.5,
PCU2121--2121--               ,2009,M10,184.3,
PCU2121--2121--               ,2009,M11,184.1,
PCU2121--2121--               ,2009,M12,185.7,
PCU2121--2121--               ,2009,M13,185.7,
PCU2121--2121--               ,2010,M01,190.2,
PCU2121--2121--               ,2010,M02,190.8,
PCU2121--2121--               ,2010,M03,191.5,
PCU2121--2121--               ,2010,M04,191.9,
PCU2121--2121--               ,2010,M05,192.7,
PCU2121--2121--               ,2010,M06,193.6,
PCU2121--2121--               ,2010,M07,193.4,
PCU2121--2121--               ,2010,M08,194.8,
PCU2121--2121--               ,2010,M09,193.2,
PCU2121--2121--               ,2010,M10,193.3,
PCU2121--2121--               ,2010,M11,193.7,
PCU2121--2121--               ,2010,M12,193.9,
PCU2121--2121--               ,2010,M13,192.8,
PCU2121--2121--               ,2011,M01,206.7,
PCU2121--2121--               ,2011,M02,209.7,
PCU2121--2121--               ,2011,M03,211.4,
PCU2121--2121--               ,2011,M04,212.6,
PCU2121--2121--               ,2011,M05,210.2,
PCU2121--2121--               ,2011,M06,211.3,
PCU2121--2121--               ,2011,M07,209.9,
PCU2121--2121--               ,2011,M08,211.6,
PCU2121--2121--               ,2011,M09,213.3,
PCU2121--2121--               ,2011,M10,211.9,
PCU2121--2121--               ,2011,M11,212.4,
PCU2121--2121--               ,2011,M12,213.3,
PCU2121--2121--               ,2011,M13,211.2,
PCU2121--2121--               ,2012,M01,218.4,
PCU2121--2121--               ,2012,M02,216.6,
PCU2121--2121--               ,2012,M03,216.2,
PCU2121--2121--               ,2012,M04,215.3,
PCU2121--2121--               ,2012,M05,216.3,
PCU2121--2121--               ,2012,M06,216.8,
PCU2121--2121--               ,2012,M07,213.4,
PCU2121--2121--               ,2012,M08,211.3,
PCU2121--2121--               ,2012,M09,214.6,
PCU2121--2121--               ,2012,M10,213.2,
PCU2121--2121--               ,2012,M11,215.8,
PCU2121--2121--               ,2012,M12,219.8,
PCU2121--2121--               ,2012,M13,215.6,
PCU2121--2121--               ,2013,M01,213.8,
PCU2121--2121--               ,2013,M02,213.4,
PCU2121--2121--               ,2013,M03,212,
